Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,avg_temp
India,Potatoes,2002,194173,1083.0,27.67
India,Potatoes,2002,194173,1083.0,26.15
India,Potatoes,2002,194173,1083.0,27.03
India,Potatoes,2002,194173,1083.0,26.12
India,Potatoes,2002,194173,1083.0,26.75
India,Potatoes,2002,194173,1083.0,26.06
India,Potatoes,2002,194173,1083.0,25.58
India,Potatoes,2002,194173,1083.0,27.15
India,Potatoes,2002,194173,1083.0,25.07
India,Potatoes,2002,194173,1083.0,27.35
India,Potatoes,2002,194173,1083.0,26.49
India,Rice,2002,26163,1083.0,26.66
India,Rice,2002,26163,1083.0,27.72
India,Rice,2002,26163,1083.0,26.79
India,Rice,2002,26163,1083.0,24.91
India,Rice,2002,26163,1083.0,25.76
India,Rice,2002,26163,1083.0,26.55
India,Rice,2002,26163,1083.0,26.63
India,Rice,2002,26163,1083.0,26.7
India,Rice,2002,26163,1083.0,27.67
India,Rice,2002,26163,1083.0,26.15
India,Rice,2002,26163,1083.0,27.03
India,Rice,2002,26163,1083.0,26.12
India,Rice,2002,26163,1083.0,26.75
India,Rice,2002,26163,1083.0,26.06
India,Rice,2002,26163,1083.0,25.58
India,Rice,2002,26163,1083.0,27.15
India,Rice,2002,26163,1083.0,25.07
India,Rice,2002,26163,1083.0,27.35
India,Rice,2002,26163,1083.0,26.49
India,Sorghum,2002,7602,1083.0,26.66
India,Sorghum,2002,7602,1083.0,27.72
India,Sorghum,2002,7602,1083.0,26.79
India,Sorghum,2002,7602,1083.0,24.91
India,Sorghum,2002,7602,1083.0,25.76
India,Sorghum,2002,7602,1083.0,26.55
India,Sorghum,2002,7602,1083.0,26.63
India,Sorghum,2002,7602,1083.0,26.7
India,Sorghum,2002,7602,1083.0,27.67
India,Sorghum,2002,7602,1083.0,26.15
India,Sorghum,2002,7602,1083.0,27.03
India,Sorghum,2002,7602,1083.0,26.12
India,Sorghum,2002,7602,1083.0,26.75
India,Sorghum,2002,7602,1083.0,26.06
India,Sorghum,2002,7602,1083.0,25.58
India,Sorghum,2002,7602,1083.0,27.15
India,Sorghum,2002,7602,1083.0,25.07
India,Sorghum,2002,7602,1083.0,27.35
India,Sorghum,2002,7602,1083.0,26.49
India,Soybeans,2002,7624,1083.0,26.66
India,Soybeans,2002,7624,1083.0,27.72
India,Soybeans,2002,7624,1083.0,26.79
India,Soybeans,2002,7624,1083.0,24.91
India,Soybeans,2002,7624,1083.0,25.76
India,Soybeans,2002,7624,1083.0,26.55
India,Soybeans,2002,7624,1083.0,26.63
India,Soybeans,2002,7624,1083.0,26.7
India,Soybeans,2002,7624,1083.0,27.67
India,Soybeans,2002,7624,1083.0,26.15
India,Soybeans,2002,7624,1083.0,27.03
India,Soybeans,2002,7624,1083.0,26.12
India,Soybeans,2002,7624,1083.0,26.75
India,Soybeans,2002,7624,1083.0,26.06
India,Soybeans,2002,7624,1083.0,25.58
India,Soybeans,2002,7624,1083.0,27.15
India,Soybeans,2002,7624,1083.0,25.07
India,Soybeans,2002,7624,1083.0,27.35
India,Soybeans,2002,7624,1083.0,26.49
India,Sweet potatoes,2002,85694,1083.0,26.66
India,Sweet potatoes,2002,85694,1083.0,27.72
India,Sweet potatoes,2002,85694,1083.0,26.79
India,Sweet potatoes,2002,85694,1083.0,24.91
India,Sweet potatoes,2002,85694,1083.0,25.76
India,Sweet potatoes,2002,85694,1083.0,26.55
India,Sweet potatoes,2002,85694,1083.0,26.63
India,Sweet potatoes,2002,85694,1083.0,26.7
India,Sweet potatoes,2002,85694,1083.0,27.67
India,Sweet potatoes,2002,85694,1083.0,26.15
India,Sweet potatoes,2002,85694,1083.0,27.03
India,Sweet potatoes,2002,85694,1083.0,26.12
India,Sweet potatoes,2002,85694,1083.0,26.75
India,Sweet potatoes,2002,85694,1083.0,26.06
India,Sweet potatoes,2002,85694,1083.0,25.58
India,Sweet potatoes,2002,85694,1083.0,27.15
India,Sweet potatoes,2002,85694,1083.0,25.07
India,Sweet potatoes,2002,85694,1083.0,27.35
India,Sweet potatoes,2002,85694,1083.0,26.49
India,Wheat,2002,27621,1083.0,26.66
India,Wheat,2002,27621,1083.0,27.72
India,Wheat,2002,27621,1083.0,26.79
India,Wheat,2002,27621,1083.0,24.91
India,Wheat,2002,27621,1083.0,25.76
India,Wheat,2002,27621,1083.0,26.55
India,Wheat,2002,27621,1083.0,26.63
India,Wheat,2002,27621,1083.0,26.7
India,Wheat,2002,27621,1083.0,27.67
India,Wheat,2002,27621,1083.0,26.15
India,Wheat,2002,27621,1083.0,27.03
India,Wheat,2002,27621,1083.0,26.12
India,Wheat,2002,27621,1083.0,26.75
India,Wheat,2002,27621,1083.0,26.06
India,Wheat,2002,27621,1083.0,25.58
India,Wheat,2002,27621,1083.0,27.15
India,Wheat,2002,27621,1083.0,25.07
India,Wheat,2002,27621,1083.0,27.35
India,Wheat,2002,27621,1083.0,26.49
India,Maize,2004,19073,1083.0,26.11
India,Maize,2004,19073,1083.0,27.63
India,Maize,2004,19073,1083.0,26.25
India,Maize,2004,19073,1083.0,24.85
India,Maize,2004,19073,1083.0,25.25
India,Maize,2004,19073,1083.0,26.22
India,Maize,2004,19073,1083.0,26.24
India,Maize,2004,19073,1083.0,26.63
India,Maize,2004,19073,1083.0,27.23
India,Maize,2004,19073,1083.0,25.98
India,Maize,2004,19073,1083.0,26.64
India,Maize,2004,19073,1083.0,25.59
India,Maize,2004,19073,1083.0,26.41
India,Maize,2004,19073,1083.0,25.69
India,Maize,2004,19073,1083.0,25.32
India,Maize,2004,19073,1083.0,27.16
India,Maize,2004,19073,1083.0,24.69
India,Maize,2004,19073,1083.0,27.29
India,Maize,2004,19073,1083.0,25.95
India,Potatoes,2004,188091,1083.0,26.11
India,Potatoes,2004,188091,1083.0,27.63
India,Potatoes,2004,188091,1083.0,26.25
India,Potatoes,2004,188091,1083.0,24.85
India,Potatoes,2004,188091,1083.0,25.25
India,Potatoes,2004,188091,1083.0,26.22
India,Potatoes,2004,188091,1083.0,26.24
India,Potatoes,2004,188091,1083.0,26.63
India,Potatoes,2004,188091,1083.0,27.23
India,Potatoes,2004,188091,1083.0,25.98
India,Potatoes,2004,188091,1083.0,26.64
India,Potatoes,2004,188091,1083.0,25.59
India,Potatoes,2004,188091,1083.0,26.41
India,Potatoes,2004,188091,1083.0,25.69
India,Potatoes,2004,188091,1083.0,25.32
India,Potatoes,2004,188091,1083.0,27.16
India,Potatoes,2004,188091,1083.0,24.69
India,Potatoes,2004,188091,1083.0,27.29
India,Potatoes,2004,188091,1083.0,25.95
India,Rice,2004,29756,1083.0,26.11
India,Rice,2004,29756,1083.0,27.63
India,Rice,2004,29756,1083.0,26.25
India,Rice,2004,29756,1083.0,24.85
India,Rice,2004,29756,1083.0,25.25
India,Rice,2004,29756,1083.0,26.22
India,Rice,2004,29756,1083.0,26.24
India,Rice,2004,29756,1083.0,26.63
India,Rice,2004,29756,1083.0,27.23
India,Rice,2004,29756,1083.0,25.98
India,Rice,2004,29756,1083.0,26.64
India,Rice,2004,29756,1083.0,25.59
India,Rice,2004,29756,1083.0,26.41
India,Rice,2004,29756,1083.0,25.69
India,Rice,2004,29756,1083.0,25.32
India,Rice,2004,29756,1083.0,27.16
India,Rice,2004,29756,1083.0,24.69
India,Rice,2004,29756,1083.0,27.29
India,Rice,2004,29756,1083.0,25.95
India,Sorghum,2004,7161,1083.0,26.11
India,Sorghum,2004,7161,1083.0,27.63
India,Sorghum,2004,7161,1083.0,26.25
India,Sorghum,2004,7161,1083.0,24.85
India,Sorghum,2004,7161,1083.0,25.25
India,Sorghum,2004,7161,1083.0,26.22
India,Sorghum,2004,7161,1083.0,26.24
India,Sorghum,2004,7161,1083.0,26.63
India,Sorghum,2004,7161,1083.0,27.23
India,Sorghum,2004,7161,1083.0,25.98
India,Sorghum,2004,7161,1083.0,26.64
India,Sorghum,2004,7161,1083.0,25.59
India,Sorghum,2004,7161,1083.0,26.41
India,Sorghum,2004,7161,1083.0,25.69
India,Sorghum,2004,7161,1083.0,25.32
India,Sorghum,2004,7161,1083.0,27.16
India,Sorghum,2004,7161,1083.0,24.69
India,Sorghum,2004,7161,1083.0,27.29
India,Sorghum,2004,7161,1083.0,25.95
India,Soybeans,2004,9082,1083.0,26.11
India,Soybeans,2004,9082,1083.0,27.63
India,Soybeans,2004,9082,1083.0,26.25
India,Soybeans,2004,9082,1083.0,24.85
India,Soybeans,2004,9082,1083.0,25.25
India,Soybeans,2004,9082,1083.0,26.22
India,Soybeans,2004,9082,1083.0,26.24
India,Soybeans,2004,9082,1083.0,26.63
India,Soybeans,2004,9082,1083.0,27.23
India,Soybeans,2004,9082,1083.0,25.98
India,Soybeans,2004,9082,1083.0,26.64
India,Soybeans,2004,9082,1083.0,25.59
India,Soybeans,2004,9082,1083.0,26.41
India,Soybeans,2004,9082,1083.0,25.69
India,Soybeans,2004,9082,1083.0,25.32
India,Soybeans,2004,9082,1083.0,27.16
India,Soybeans,2004,9082,1083.0,24.69
India,Soybeans,2004,9082,1083.0,27.29
India,Soybeans,2004,9082,1083.0,25.95
India,Sweet potatoes,2004,88588,1083.0,26.11
India,Sweet potatoes,2004,88588,1083.0,27.63
India,Sweet potatoes,2004,88588,1083.0,26.25
India,Sweet potatoes,2004,88588,1083.0,24.85
India,Sweet potatoes,2004,88588,1083.0,25.25
India,Sweet potatoes,2004,88588,1083.0,26.22
India,Sweet potatoes,2004,88588,1083.0,26.24
India,Sweet potatoes,2004,88588,1083.0,26.63
India,Sweet potatoes,2004,88588,1083.0,27.23
India,Sweet potatoes,2004,88588,1083.0,25.98
India,Sweet potatoes,2004,88588,1083.0,26.64
India,Sweet potatoes,2004,88588,1083.0,25.59
India,Sweet potatoes,2004,88588,1083.0,26.41
India,Sweet potatoes,2004,88588,1083.0,25.69
India,Sweet potatoes,2004,88588,1083.0,25.32
India,Sweet potatoes,2004,88588,1083.0,27.16
India,Sweet potatoes,2004,88588,1083.0,24.69
India,Sweet potatoes,2004,88588,1083.0,27.29
India,Sweet potatoes,2004,88588,1083.0,25.95
India,Wheat,2004,27132,1083.0,26.11
India,Wheat,2004,27132,1083.0,27.63
India,Wheat,2004,27132,1083.0,26.25
India,Wheat,2004,27132,1083.0,24.85
India,Wheat,2004,27132,1083.0,25.25
India,Wheat,2004,27132,1083.0,26.22
India,Wheat,2004,27132,1083.0,26.24
India,Wheat,2004,27132,1083.0,26.63
India,Wheat,2004,27132,1083.0,27.23
India,Wheat,2004,27132,1083.0,25.98
India,Wheat,2004,27132,1083.0,26.64
India,Wheat,2004,27132,1083.0,25.59
India,Wheat,2004,27132,1083.0,26.41
India,Wheat,2004,27132,1083.0,25.69
India,Wheat,2004,27132,1083.0,25.32
India,Wheat,2004,27132,1083.0,27.16
India,Wheat,2004,27132,1083.0,24.69
India,Wheat,2004,27132,1083.0,27.29
India,Wheat,2004,27132,1083.0,25.95
India,Maize,2005,19385,1083.0,25.85
India,Maize,2005,19385,1083.0,26.83
India,Maize,2005,19385,1083.0,26.28
India,Maize,2005,19385,1083.0,24.12
India,Maize,2005,19385,1083.0,25.48
India,Maize,2005,19385,1083.0,25.82
India,Maize,2005,19385,1083.0,25.72
India,Maize,2005,19385,1083.0,26.73
India,Maize,2005,19385,1083.0,27.49
India,Maize,2005,19385,1083.0,25.4
India,Maize,2005,19385,1083.0,25.77
India,Maize,2005,19385,1083.0,25.62
India,Maize,2005,19385,1083.0,26.23
India,Maize,2005,19385,1083.0,26.11
India,Maize,2005,19385,1083.0,25.09
India,Maize,2005,19385,1083.0,26.51
India,Maize,2005,19385,1083.0,25.07
India,Maize,2005,19385,1083.0,26.72
India,Maize,2005,19385,1083.0,26.3
India,Potatoes,2005,188908,1083.0,25.85
India,Potatoes,2005,188908,1083.0,26.83
India,Potatoes,2005,188908,1083.0,26.28
India,Potatoes,2005,188908,1083.0,24.12
India,Potatoes,2005,188908,1083.0,25.48
India,Potatoes,2005,188908,1083.0,25.82
India,Potatoes,2005,188908,1083.0,25.72
India,Potatoes,2005,188908,1083.0,26.73
India,Potatoes,2005,188908,1083.0,27.49
India,Potatoes,2005,188908,1083.0,25.4
India,Potatoes,2005,188908,1083.0,25.77
India,Potatoes,2005,188908,1083.0,25.62
India,Potatoes,2005,188908,1083.0,26.23
India,Potatoes,2005,188908,1083.0,26.11
India,Potatoes,2005,188908,1083.0,25.09
India,Potatoes,2005,188908,1083.0,26.51
India,Potatoes,2005,188908,1083.0,25.07
India,Potatoes,2005,188908,1083.0,26.72
India,Potatoes,2005,188908,1083.0,26.3
India,Rice,2005,31537,1083.0,25.85
India,Rice,2005,31537,1083.0,26.83
India,Rice,2005,31537,1083.0,26.28
India,Rice,2005,31537,1083.0,24.12
India,Rice,2005,31537,1083.0,25.48
India,Rice,2005,31537,1083.0,25.82
India,Rice,2005,31537,1083.0,25.72
India,Rice,2005,31537,1083.0,26.73
India,Rice,2005,31537,1083.0,27.49
India,Rice,2005,31537,1083.0,25.4
India,Rice,2005,31537,1083.0,25.77
India,Rice,2005,31537,1083.0,25.62
India,Rice,2005,31537,1083.0,26.23
India,Rice,2005,31537,1083.0,26.11
India,Rice,2005,31537,1083.0,25.09
India,Rice,2005,31537,1083.0,26.51
India,Rice,2005,31537,1083.0,25.07
India,Rice,2005,31537,1083.0,26.72
India,Rice,2005,31537,1083.0,26.3
India,Sorghum,2005,7968,1083.0,25.85
India,Sorghum,2005,7968,1083.0,26.83
India,Sorghum,2005,7968,1083.0,26.28
India,Sorghum,2005,7968,1083.0,24.12
India,Sorghum,2005,7968,1083.0,25.48
India,Sorghum,2005,7968,1083.0,25.82
India,Sorghum,2005,7968,1083.0,25.72
India,Sorghum,2005,7968,1083.0,26.73
India,Sorghum,2005,7968,1083.0,27.49
India,Sorghum,2005,7968,1083.0,25.4
India,Sorghum,2005,7968,1083.0,25.77
India,Sorghum,2005,7968,1083.0,25.62
India,Sorghum,2005,7968,1083.0,26.23
India,Sorghum,2005,7968,1083.0,26.11
India,Sorghum,2005,7968,1083.0,25.09
India,Sorghum,2005,7968,1083.0,26.51
India,Sorghum,2005,7968,1083.0,25.07
India,Sorghum,2005,7968,1083.0,26.72
India,Sorghum,2005,7968,1083.0,26.3
India,Soybeans,2005,10734,1083.0,25.85
India,Soybeans,2005,10734,1083.0,26.83
India,Soybeans,2005,10734,1083.0,26.28
India,Soybeans,2005,10734,1083.0,24.12
India,Soybeans,2005,10734,1083.0,25.48
India,Soybeans,2005,10734,1083.0,25.82
India,Soybeans,2005,10734,1083.0,25.72
India,Soybeans,2005,10734,1083.0,26.73
India,Soybeans,2005,10734,1083.0,27.49
India,Soybeans,2005,10734,1083.0,25.4
India,Soybeans,2005,10734,1083.0,25.77
India,Soybeans,2005,10734,1083.0,25.62
India,Soybeans,2005,10734,1083.0,26.23
India,Soybeans,2005,10734,1083.0,26.11
India,Soybeans,2005,10734,1083.0,25.09
India,Soybeans,2005,10734,1083.0,26.51
India,Soybeans,2005,10734,1083.0,25.07
India,Soybeans,2005,10734,1083.0,26.72
India,Soybeans,2005,10734,1083.0,26.3
India,Sweet potatoes,2005,88477,1083.0,25.85
India,Sweet potatoes,2005,88477,1083.0,26.83
India,Sweet potatoes,2005,88477,1083.0,26.28
India,Sweet potatoes,2005,88477,1083.0,24.12
India,Sweet potatoes,2005,88477,1083.0,25.48
India,Sweet potatoes,2005,88477,1083.0,25.82
India,Sweet potatoes,2005,88477,1083.0,25.72
India,Sweet potatoes,2005,88477,1083.0,26.73
India,Sweet potatoes,2005,88477,1083.0,27.49
India,Sweet potatoes,2005,88477,1083.0,25.4
India,Sweet potatoes,2005,88477,1083.0,25.77
India,Sweet potatoes,2005,88477,1083.0,25.62
India,Sweet potatoes,2005,88477,1083.0,26.23
India,Sweet potatoes,2005,88477,1083.0,26.11
India,Sweet potatoes,2005,88477,1083.0,25.09
India,Sweet potatoes,2005,88477,1083.0,26.51
India,Sweet potatoes,2005,88477,1083.0,25.07
India,Sweet potatoes,2005,88477,1083.0,26.72
India,Sweet potatoes,2005,88477,1083.0,26.3
India,Wheat,2005,26016,1083.0,25.85
India,Wheat,2005,26016,1083.0,26.83
India,Wheat,2005,26016,1083.0,26.28
India,Wheat,2005,26016,1083.0,24.12
India,Wheat,2005,26016,1083.0,25.48
India,Wheat,2005,26016,1083.0,25.82
India,Wheat,2005,26016,1083.0,25.72
India,Wheat,2005,26016,1083.0,26.73
India,Wheat,2005,26016,1083.0,27.49
India,Wheat,2005,26016,1083.0,25.4
India,Wheat,2005,26016,1083.0,25.77
India,Wheat,2005,26016,1083.0,25.62
India,Wheat,2005,26016,1083.0,26.23
India,Wheat,2005,26016,1083.0,26.11
India,Wheat,2005,26016,1083.0,25.09
India,Wheat,2005,26016,1083.0,26.51
India,Wheat,2005,26016,1083.0,25.07
India,Wheat,2005,26016,1083.0,26.72
India,Wheat,2005,26016,1083.0,26.3
India,Maize,2006,19125,1083.0,26.34
India,Maize,2006,19125,1083.0,27.28
India,Maize,2006,19125,1083.0,26.39
India,Maize,2006,19125,1083.0,24.72
India,Maize,2006,19125,1083.0,25.42
India,Maize,2006,19125,1083.0,26.04
India,Maize,2006,19125,1083.0,26.37
India,Maize,2006,19125,1083.0,26.99
India,Maize,2006,19125,1083.0,27.47
India,Maize,2006,19125,1083.0,25.78
India,Maize,2006,19125,1083.0,26.43
India,Maize,2006,19125,1083.0,25.85
India,Maize,2006,19125,1083.0,26.13
India,Maize,2006,19125,1083.0,25.31
India,Maize,2006,19125,1083.0,26.94
India,Maize,2006,19125,1083.0,24.98
India,Maize,2006,19125,1083.0,27.15
India,Maize,2006,19125,1083.0,26.28
India,Potatoes,2006,185920,1083.0,26.34
India,Potatoes,2006,185920,1083.0,27.28
India,Potatoes,2006,185920,1083.0,26.39
India,Potatoes,2006,185920,1083.0,24.72
India,Potatoes,2006,185920,1083.0,25.42
India,Potatoes,2006,185920,1083.0,26.04
India,Potatoes,2006,185920,1083.0,26.37
India,Potatoes,2006,185920,1083.0,26.99
India,Potatoes,2006,185920,1083.0,27.47
India,Potatoes,2006,185920,1083.0,25.78
India,Potatoes,2006,185920,1083.0,26.43
India,Potatoes,2006,185920,1083.0,25.85
India,Potatoes,2006,185920,1083.0,26.13
India,Potatoes,2006,185920,1083.0,25.31
India,Potatoes,2006,185920,1083.0,26.94
India,Potatoes,2006,185920,1083.0,24.98
India,Potatoes,2006,185920,1083.0,27.15
India,Potatoes,2006,185920,1083.0,26.28
India,Rice,2006,31759,1083.0,26.34
India,Rice,2006,31759,1083.0,27.28
India,Rice,2006,31759,1083.0,26.39
India,Rice,2006,31759,1083.0,24.72
India,Rice,2006,31759,1083.0,25.42
India,Rice,2006,31759,1083.0,26.04
India,Rice,2006,31759,1083.0,26.37
India,Rice,2006,31759,1083.0,26.99
India,Rice,2006,31759,1083.0,27.47
India,Rice,2006,31759,1083.0,25.78
India,Rice,2006,31759,1083.0,26.43
India,Rice,2006,31759,1083.0,25.85
India,Rice,2006,31759,1083.0,26.13
India,Rice,2006,31759,1083.0,25.31
India,Rice,2006,31759,1083.0,26.94
India,Rice,2006,31759,1083.0,24.98
India,Rice,2006,31759,1083.0,27.15
India,Rice,2006,31759,1083.0,26.28
India,Sorghum,2006,8803,1083.0,26.34
India,Sorghum,2006,8803,1083.0,27.28
India,Sorghum,2006,8803,1083.0,26.39
India,Sorghum,2006,8803,1083.0,24.72
India,Sorghum,2006,8803,1083.0,25.42
India,Sorghum,2006,8803,1083.0,26.04
India,Sorghum,2006,8803,1083.0,26.37
India,Sorghum,2006,8803,1083.0,26.99
India,Sorghum,2006,8803,1083.0,27.47
India,Sorghum,2006,8803,1083.0,25.78
India,Sorghum,2006,8803,1083.0,26.43
India,Sorghum,2006,8803,1083.0,25.85
India,Sorghum,2006,8803,1083.0,26.13
India,Sorghum,2006,8803,1083.0,25.31
India,Sorghum,2006,8803,1083.0,26.94
India,Sorghum,2006,8803,1083.0,24.98
India,Sorghum,2006,8803,1083.0,27.15
India,Sorghum,2006,8803,1083.0,26.28
India,Soybeans,2006,10628,1083.0,26.34
India,Soybeans,2006,10628,1083.0,27.28
India,Soybeans,2006,10628,1083.0,26.39
India,Soybeans,2006,10628,1083.0,24.72
India,Soybeans,2006,10628,1083.0,25.42
India,Soybeans,2006,10628,1083.0,26.04
India,Soybeans,2006,10628,1083.0,26.37
India,Soybeans,2006,10628,1083.0,26.99
India,Soybeans,2006,10628,1083.0,27.47
India,Soybeans,2006,10628,1083.0,25.78
India,Soybeans,2006,10628,1083.0,26.43
India,Soybeans,2006,10628,1083.0,25.85
India,Soybeans,2006,10628,1083.0,26.13
India,Soybeans,2006,10628,1083.0,25.31
India,Soybeans,2006,10628,1083.0,26.94
India,Soybeans,2006,10628,1083.0,24.98
India,Soybeans,2006,10628,1083.0,27.15
India,Soybeans,2006,10628,1083.0,26.28
India,Sweet potatoes,2006,86849,1083.0,26.34
India,Sweet potatoes,2006,86849,1083.0,27.28
India,Sweet potatoes,2006,86849,1083.0,26.39
India,Sweet potatoes,2006,86849,1083.0,24.72
India,Sweet potatoes,2006,86849,1083.0,25.42
India,Sweet potatoes,2006,86849,1083.0,26.04
India,Sweet potatoes,2006,86849,1083.0,26.37
India,Sweet potatoes,2006,86849,1083.0,26.99
India,Sweet potatoes,2006,86849,1083.0,27.47
India,Sweet potatoes,2006,86849,1083.0,25.78
India,Sweet potatoes,2006,86849,1083.0,26.43
India,Sweet potatoes,2006,86849,1083.0,25.85
India,Sweet potatoes,2006,86849,1083.0,26.13
India,Sweet potatoes,2006,86849,1083.0,25.31
India,Sweet potatoes,2006,86849,1083.0,26.94
India,Sweet potatoes,2006,86849,1083.0,24.98
India,Sweet potatoes,2006,86849,1083.0,27.15
India,Sweet potatoes,2006,86849,1083.0,26.28
India,Wheat,2006,26188,1083.0,26.34
India,Wheat,2006,26188,1083.0,27.28
India,Wheat,2006,26188,1083.0,26.39
India,Wheat,2006,26188,1083.0,24.72
India,Wheat,2006,26188,1083.0,25.42
India,Wheat,2006,26188,1083.0,26.04
India,Wheat,2006,26188,1083.0,26.37
India,Wheat,2006,26188,1083.0,26.99
India,Wheat,2006,26188,1083.0,27.47
India,Wheat,2006,26188,1083.0,25.78
India,Wheat,2006,26188,1083.0,26.43
India,Wheat,2006,26188,1083.0,25.85
India,Wheat,2006,26188,1083.0,26.13
India,Wheat,2006,26188,1083.0,25.31
India,Wheat,2006,26188,1083.0,26.94
India,Wheat,2006,26188,1083.0,24.98
India,Wheat,2006,26188,1083.0,27.15
India,Wheat,2006,26188,1083.0,26.28
India,Maize,2007,23352,1083.0,26.0
India,Maize,2007,23352,1083.0,27.51
India,Maize,2007,23352,1083.0,25.98
India,Maize,2007,23352,1083.0,24.6
India,Maize,2007,23352,1083.0,25.46
India,Maize,2007,23352,1083.0,25.95
India,Maize,2007,23352,1083.0,26.15
India,Maize,2007,23352,1083.0,26.58
India,Maize,2007,23352,1083.0,27.55
India,Maize,2007,23352,1083.0,25.66
India,Maize,2007,23352,1083.0,26.27
India,Maize,2007,23352,1083.0,25.44
India,Maize,2007,23352,1083.0,26.39
India,Maize,2007,23352,1083.0,25.59
India,Maize,2007,23352,1083.0,25.58
India,Maize,2007,23352,1083.0,27.23
India,Maize,2007,23352,1083.0,24.59
India,Maize,2007,23352,1083.0,27.31
India,Maize,2007,23352,1083.0,25.82
India,Potatoes,2007,164101,1083.0,26.0
India,Potatoes,2007,164101,1083.0,27.51
India,Potatoes,2007,164101,1083.0,25.98
India,Potatoes,2007,164101,1083.0,24.6
India,Potatoes,2007,164101,1083.0,25.46
India,Potatoes,2007,164101,1083.0,25.95
India,Potatoes,2007,164101,1083.0,26.15
India,Potatoes,2007,164101,1083.0,26.58
India,Potatoes,2007,164101,1083.0,27.55
India,Potatoes,2007,164101,1083.0,25.66
India,Potatoes,2007,164101,1083.0,26.27
India,Potatoes,2007,164101,1083.0,25.44
India,Potatoes,2007,164101,1083.0,26.39
India,Potatoes,2007,164101,1083.0,25.59
India,Potatoes,2007,164101,1083.0,25.58
India,Potatoes,2007,164101,1083.0,27.23
India,Potatoes,2007,164101,1083.0,24.59
India,Potatoes,2007,164101,1083.0,27.31
India,Potatoes,2007,164101,1083.0,25.82
India,Rice,2007,32924,1083.0,26.0
India,Rice,2007,32924,1083.0,27.51
India,Rice,2007,32924,1083.0,25.98
India,Rice,2007,32924,1083.0,24.6
India,Rice,2007,32924,1083.0,25.46
India,Rice,2007,32924,1083.0,25.95
India,Rice,2007,32924,1083.0,26.15
India,Rice,2007,32924,1083.0,26.58
India,Rice,2007,32924,1083.0,27.55
India,Rice,2007,32924,1083.0,25.66
India,Rice,2007,32924,1083.0,26.27
India,Rice,2007,32924,1083.0,25.44
India,Rice,2007,32924,1083.0,26.39
India,Rice,2007,32924,1083.0,25.59
India,Rice,2007,32924,1083.0,25.58
India,Rice,2007,32924,1083.0,27.23
India,Rice,2007,32924,1083.0,24.59
India,Rice,2007,32924,1083.0,27.31
India,Rice,2007,32924,1083.0,25.82
India,Sorghum,2007,8443,1083.0,26.0
India,Sorghum,2007,8443,1083.0,27.51
India,Sorghum,2007,8443,1083.0,25.98
India,Sorghum,2007,8443,1083.0,24.6
India,Sorghum,2007,8443,1083.0,25.46
India,Sorghum,2007,8443,1083.0,25.95
India,Sorghum,2007,8443,1083.0,26.15
India,Sorghum,2007,8443,1083.0,26.58
India,Sorghum,2007,8443,1083.0,27.55
India,Sorghum,2007,8443,1083.0,25.66
India,Sorghum,2007,8443,1083.0,26.27
India,Sorghum,2007,8443,1083.0,25.44
India,Sorghum,2007,8443,1083.0,26.39
India,Sorghum,2007,8443,1083.0,25.59
India,Sorghum,2007,8443,1083.0,25.58
India,Sorghum,2007,8443,1083.0,27.23
India,Sorghum,2007,8443,1083.0,24.59
India,Sorghum,2007,8443,1083.0,27.31
India,Sorghum,2007,8443,1083.0,25.82
India,Soybeans,2007,12351,1083.0,26.0
India,Soybeans,2007,12351,1083.0,27.51
India,Soybeans,2007,12351,1083.0,25.98
India,Soybeans,2007,12351,1083.0,24.6
India,Soybeans,2007,12351,1083.0,25.46
India,Soybeans,2007,12351,1083.0,25.95
India,Soybeans,2007,12351,1083.0,26.15
India,Soybeans,2007,12351,1083.0,26.58
India,Soybeans,2007,12351,1083.0,27.55
India,Soybeans,2007,12351,1083.0,25.66
India,Soybeans,2007,12351,1083.0,26.27
India,Soybeans,2007,12351,1083.0,25.44
India,Soybeans,2007,12351,1083.0,26.39
India,Soybeans,2007,12351,1083.0,25.59
India,Soybeans,2007,12351,1083.0,25.58
India,Soybeans,2007,12351,1083.0,27.23
India,Soybeans,2007,12351,1083.0,24.59
India,Soybeans,2007,12351,1083.0,27.31
India,Soybeans,2007,12351,1083.0,25.82
India,Sweet potatoes,2007,86976,1083.0,26.0
India,Sweet potatoes,2007,86976,1083.0,27.51
India,Sweet potatoes,2007,86976,1083.0,25.98
India,Sweet potatoes,2007,86976,1083.0,24.6
India,Sweet potatoes,2007,86976,1083.0,25.46
India,Sweet potatoes,2007,86976,1083.0,25.95
India,Sweet potatoes,2007,86976,1083.0,26.15
India,Sweet potatoes,2007,86976,1083.0,26.58
India,Sweet potatoes,2007,86976,1083.0,27.55
India,Sweet potatoes,2007,86976,1083.0,25.66
India,Sweet potatoes,2007,86976,1083.0,26.27
India,Sweet potatoes,2007,86976,1083.0,25.44
India,Sweet potatoes,2007,86976,1083.0,26.39
India,Sweet potatoes,2007,86976,1083.0,25.59
India,Sweet potatoes,2007,86976,1083.0,25.58
India,Sweet potatoes,2007,86976,1083.0,27.23
India,Sweet potatoes,2007,86976,1083.0,24.59
India,Sweet potatoes,2007,86976,1083.0,27.31
India,Sweet potatoes,2007,86976,1083.0,25.82
